"cell_id","step_ix","simulation_i","sim_time"
"cell369",1897,24,110.083333333331
"cell370",1657,21,140.083333333332
"cell371",1164,15,70.0000000000004
"cell372",107,2,30.0833333333332
"cell373",1899,24,130.083333333331
"cell374",678,9,70.0000000000004
"cell375",1564,20,20.0833333333333
"cell376",1085,14,90.0833333333326
"cell377",1080,14,40
"cell378",1325,17,60.0000000000006
"cell379",763,10,110.083333333331
"cell380",239,3,540.083333333299
"cell381",1327,17,80.0833333333331
"cell382",839,11,60.0000000000006
"cell383",294,4,280.000000000006
"cell384",757,10,50.0000000000003
"cell385",116,2,120.083333333331
"cell386",763,10,110.083333333331
"cell387",348,5,10
"cell388",600,8,100.083333333332
"cell389",949,12,350.083333333324
"cell390",35,1,120.083333333331
"cell391",839,11,60.0000000000006
"cell392",1250,16,120.083333333331
"cell393",1082,14,60.0000000000006
"cell394",1084,14,80.0833333333331
"cell395",1410,18,100.083333333332
"cell396",1655,21,120.083333333331
"cell397",1002,13,70.0000000000004
"cell398",508,7,0
"cell399",268,4,20.0833333333333
"cell400",1407,18,70.0000000000004
"cell401",1678,21,350.083333333324
"cell402",511,7,20.0833333333333
"cell403",1728,22,40
"cell404",31,1,80.0833333333331
"cell405",683,9,120.083333333331
"cell406",1033,13,380.083333333317
"cell407",516,7,70.0000000000004
"cell408",1526,19,450.083333333301
"cell409",833,11,0
"cell410",1412,18,120.083333333331
"cell411",25,1,20.0833333333333
"cell412",762,10,100.083333333332
"cell413",1399,18,0
"cell414",685,9,140.083333333332
"cell415",949,12,350.083333333324
"cell416",508,7,0
"cell417",832,11,0
"cell418",1488,19,70.0000000000004
"cell419",111,2,70.0000000000004
"cell420",1650,21,70.0000000000004
"cell421",1890,24,40
"cell422",438,6,100.083333333332
"cell423",278,4,120.083333333331
"cell424",34,1,110.083333333331
"cell425",1414,18,140.083333333332
"cell426",916,12,20.0833333333333
"cell427",1808,23,30.0833333333332
"cell428",1750,22,260.000000000011
"cell429",768,10,160.000000000001
"cell430",835,11,20.0833333333333
"cell431",1096,14,200.000000000005
"cell432",222,3,370.083333333319
"cell433",546,7,370.083333333319
"cell434",25,1,20.0833333333333
"cell435",1654,21,110.083333333331
"cell436",109,2,50.0000000000003
"cell437",61,1,380.083333333317
"cell438",1160,15,30.0833333333332
"cell439",1564,20,20.0833333333333
"cell440",1841,23,360.083333333321
"cell441",347,5,0
"cell442",1445,18,450.083333333301
"cell443",1807,23,20.0833333333333
"cell444",1330,17,110.083333333331
"cell445",764,10,120.083333333331
"cell446",464,6,360.083333333321
"cell447",1841,23,360.083333333321
"cell448",679,9,80.0833333333331
"cell449",278,4,120.083333333331
"cell450",361,5,140.083333333332
"cell451",517,7,80.0833333333331
"cell452",1413,18,130.083333333331
"cell453",599,8,90.0833333333326
"cell454",1563,20,10
"cell455",915,12,10
"cell456",1262,16,240.00000000001
"cell457",1319,17,0
"cell458",1616,20,540.083333333299
"cell459",143,2,390.083333333314
"cell460",766,10,140.083333333332
"cell461",31,1,80.0833333333331
"cell462",1250,16,120.083333333331
"cell463",1491,19,100.083333333332
"cell464",920,12,60.0000000000006
"cell465",753,10,10
"cell466",1908,24,220.000000000008
"cell467",1645,21,20.0833333333333
"cell468",511,7,20.0833333333333
"cell469",1322,17,30.0833333333332
"cell470",679,9,80.0833333333331
"cell471",303,4,370.083333333319
"cell472",290,4,240.00000000001
"cell473",1773,22,490.083333333292
"cell474",117,2,130.083333333331
"cell475",355,5,80.0833333333331
"cell476",1816,23,110.083333333331
"cell477",431,6,30.0833333333332
"cell478",349,5,20.0833333333333
"cell479",1843,23,380.083333333317
"cell480",776,10,240.00000000001
"cell481",1650,21,70.0000000000004
"cell482",1654,21,110.083333333331
"cell483",144,2,400.083333333312
"cell484",1432,18,320.08333333333
"cell485",1246,16,80.0833333333331
"cell486",1681,21,380.083333333317
"cell487",1562,20,0
"cell488",1079,14,30.0833333333332
"cell489",65,1,420.083333333308
"cell490",1827,23,220.000000000008
"cell491",1748,22,240.00000000001
"cell492",1086,14,100.083333333332
"cell493",1333,17,140.083333333332
"cell494",1900,24,140.083333333332
"cell495",1911,24,250.000000000011
"cell496",919,12,50.0000000000003
"cell497",760,10,80.0833333333331
"cell498",352,5,50.0000000000003
"cell499",841,11,80.0833333333331
"cell500",916,12,20.0833333333333
